Unnamed: 0,call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,actual_churn,churn_probability,risk_segment,retention_priority,recommended_action
2167,10,0,42,2,1075,23,25,12,3,1,1,30,143.92,0,0.0015209987,Low,Routine,Maintain standard customer engagement
2170,15,0,41,3,11830,163,23,51,4,1,1,45,357.325,0,0.000111619236,Low,Routine,Maintain standard customer engagement
2176,17,1,39,2,3355,50,21,20,3,1,1,30,220.2,1,0.99851054,Critical,Immediate,Escalate for immediate retention intervention
2185,10,0,40,2,4083,91,14,32,3,1,1,30,222.96,0,0.00021224869,Low,Routine,Maintain standard customer engagement
2190,19,0,31,2,1065,34,22,11,3,1,1,30,131.96,0,0.030728115,Low,Routine,Maintain standard customer engagement
2195,24,0,21,3,6758,150,97,46,2,2,1,25,747.36,0,0.0002394767,Low,Routine,Maintain standard customer engagement
2197,16,0,20,5,3218,54,43,23,3,2,1,30,302.88,0,0.0006442165,Low,Routine,Maintain standard customer engagement
2202,12,0,37,1,2698,63,361,24,3,1,1,30,1554.44,0,0.00012067243,Low,Routine,Maintain standard customer engagement
2205,13,0,38,1,4020,85,34,28,3,1,1,30,300.2,0,0.0005755997,Low,Routine,Maintain standard customer engagement
2209,9,0,38,1,4760,86,7,25,3,1,1,30,221.84,0,0.00023810363,Low,Routine,Maintain standard customer engagement
2216,5,0,37,0,1120,17,7,11,2,1,2,25,82.665,0,0.0054291235,Low,Routine,Maintain standard customer engagement
2222,25,1,33,0,1200,50,18,17,3,1,2,30,122.0,1,0.9998154,Critical,Immediate,Escalate for immediate retention intervention
2227,11,1,36,0,2513,47,36,31,3,1,2,30,246.4,1,0.9998598,Critical,Immediate,Escalate for immediate retention intervention
2237,8,0,36,1,3025,56,177,23,2,1,1,25,935.145,0,0.00028697526,Low,Routine,Maintain standard customer engagement
2243,5,0,25,1,3470,64,10,23,3,1,1,30,181.36,0,0.00010463773,Low,Routine,Maintain standard customer engagement
2247,10,0,16,3,3098,48,33,19,3,1,1,30,257.84,0,0.0013830594,Low,Routine,Maintain standard customer engagement
2258,13,0,44,2,14158,177,17,50,3,1,1,30,641.4,0,4.9920527e-05,Low,Routine,Maintain standard customer engagement
2270,13,0,43,3,11850,162,28,53,4,1,1,45,370.3,0,0.000112220936,Low,Routine,Maintain standard customer engagement
2288,10,0,33,3,1700,44,210,17,3,2,1,30,909.76,0,0.0001509246,Low,Routine,Maintain standard customer engagement
2291,6,0,32,0,1210,18,38,9,4,1,2,45,125.7,0,0.033214234,Low,Routine,Maintain standard customer engagement
2292,16,0,31,2,1610,40,36,19,2,1,1,25,236.25,0,0.0023058723,Low,Routine,Maintain standard customer engagement
2299,9,1,15,3,1873,27,17,13,3,1,1,30,144.0,1,0.99972075,Critical,Immediate,Escalate for immediate retention intervention
2303,14,0,36,1,4423,70,7,33,2,1,1,25,233.685,0,0.011370904,Low,Routine,Maintain standard customer engagement
2313,8,0,36,1,3320,31,480,6,3,1,1,30,2054.04,0,8.70383e-05,Low,Routine,Maintain standard customer engagement
2315,7,0,35,1,6725,90,183,24,3,1,1,30,1004.6,0,0.0001855043,Low,Routine,Maintain standard customer engagement
2328,5,0,34,0,305,6,7,2,3,1,2,30,40.44,1,0.8455991,High,High,Initiate targeted retention outreach
2329,5,0,34,1,1893,29,7,4,4,1,1,45,65.55,0,0.0024807008,Low,Routine,Maintain standard customer engagement
2337,10,0,34,1,3005,57,172,21,2,1,1,25,911.79,0,0.0003685064,Low,Routine,Maintain standard customer engagement
2346,16,0,13,1,9158,175,70,38,5,1,1,55,244.995,0,0.00021487974,Low,Routine,Maintain standard customer engagement
2354,13,0,46,2,2958,74,24,41,2,1,1,25,244.44,0,0.00062330574,Low,Routine,Maintain standard customer engagement
2360,16,0,46,2,6483,111,29,20,3,1,1,30,379.76,0,7.736933e-05,Low,Routine,Maintain standard customer engagement
2366,10,0,45,0,1440,30,22,19,3,1,2,30,146.8,0,0.23259553,Medium,Monitor,Send proactive engagement and satisfaction check
2367,12,0,46,0,1275,30,35,16,3,1,2,30,192.2,0,0.020114474,Low,Routine,Maintain standard customer engagement
2368,10,0,45,0,565,16,22,8,3,1,2,30,111.24,1,0.9711435,Critical,Immediate,Escalate for immediate retention intervention
2369,13,0,45,2,8073,143,406,51,3,1,1,30,1952.64,0,7.2726754e-05,Low,Routine,Maintain standard customer engagement
2376,19,1,43,0,3555,57,31,24,3,1,2,30,268.48,1,0.9927712,Critical,Immediate,Escalate for immediate retention intervention
2377,19,1,44,0,2833,60,56,39,4,1,2,45,212.325,1,0.99712723,Critical,Immediate,Escalate for immediate retention intervention
2386,13,0,43,0,2230,60,60,28,4,1,2,45,207.25,0,0.014191219,Low,Routine,Maintain standard customer engagement
2389,14,0,34,2,2133,55,52,76,5,1,1,55,110.82,0,0.0016843316,Low,Routine,Maintain standard customer engagement
2394,12,0,26,2,2260,42,50,22,3,1,1,30,292.08,0,0.00028216344,Low,Routine,Maintain standard customer engagement
2402,10,0,33,1,2498,56,351,20,3,1,1,30,1506.16,0,2.4940935e-05,Low,Routine,Maintain standard customer engagement
2405,11,0,34,1,3820,78,24,24,3,1,1,30,251.92,0,0.00011680067,Low,Routine,Maintain standard customer engagement
2412,25,0,34,3,15185,221,46,28,3,1,1,30,800.24,0,0.00017104199,Low,Routine,Maintain standard customer engagement
2420,7,0,33,1,11510,150,7,43,4,1,1,45,309.0,0,0.00013674318,Low,Routine,Maintain standard customer engagement
2425,5,0,30,1,2885,18,7,10,3,1,1,30,144.12,0,0.004558463,Low,Routine,Maintain standard customer engagement
2428,5,0,32,0,305,6,7,2,3,1,2,30,40.44,1,0.7255132,High,High,Initiate targeted retention outreach
2433,25,0,27,3,16120,234,7,76,2,1,1,25,767.43,0,0.00038391585,Low,Routine,Maintain standard customer engagement
2441,5,0,22,0,305,6,13,2,4,1,2,45,40.275,0,0.0021358258,Low,Routine,Maintain standard customer engagement
2445,16,0,13,1,6438,137,77,38,2,2,1,25,642.375,0,0.00031559935,Low,Routine,Maintain standard customer engagement
2461,16,1,43,0,2723,68,26,24,3,1,2,30,215.64,0,0.8614648,High,High,Initiate targeted retention outreach
2465,10,0,42,2,6985,100,204,33,3,1,1,30,1099.4,0,0.00015858539,Low,Routine,Maintain standard customer engagement
2466,7,0,42,0,1360,28,18,18,2,1,2,25,143.46,0,0.0015645721,Low,Routine,Maintain standard customer engagement
2470,14,0,42,2,11950,168,29,54,4,1,1,45,375.45,0,0.00011682183,Low,Routine,Maintain standard customer engagement
2476,16,1,40,0,3475,55,27,23,3,1,2,30,249.2,1,0.99153686,Critical,Immediate,Escalate for immediate retention intervention
2482,7,0,41,2,823,18,22,9,5,1,1,55,45.615,0,0.0010902648,Low,Routine,Maintain standard customer engagement
2487,13,0,41,1,3265,67,193,30,2,1,1,25,1018.44,0,0.0003380039,Low,Routine,Maintain standard customer engagement
2488,11,0,32,2,1800,50,211,18,3,2,1,30,918.0,0,6.939758e-05,Low,Routine,Maintain standard customer engagement
2492,17,0,30,1,1710,46,37,20,2,1,1,25,245.52,0,0.0058857934,Low,Routine,Maintain standard customer engagement
2504,6,0,37,1,2518,56,7,30,2,1,1,25,147.33,0,0.0004748844,Low,Routine,Maintain standard customer engagement
2506,7,0,37,1,2485,37,281,15,3,1,1,30,1224.88,0,0.00016841026,Low,Routine,Maintain standard customer engagement
2513,7,0,37,2,3220,25,479,5,3,1,1,30,2045.8,0,6.677693e-05,Low,Routine,Maintain standard customer engagement
2515,6,0,36,2,6625,84,182,23,3,1,1,30,996.36,0,5.2642536e-05,Low,Routine,Maintain standard customer engagement
2519,6,0,36,1,7633,125,380,40,3,1,1,30,1830.32,0,5.6911984e-05,Low,Routine,Maintain standard customer engagement
2525,5,0,33,1,2965,20,7,11,3,1,1,30,147.4,0,0.0024812908,Low,Routine,Maintain standard customer engagement
2527,12,0,35,0,2393,42,30,28,4,1,2,45,135.875,1,0.9812825,Critical,Immediate,Escalate for immediate retention intervention
2528,5,1,35,0,305,6,7,2,3,1,2,30,40.44,1,0.99936455,Critical,Immediate,Escalate for immediate retention intervention
2530,6,0,32,2,6910,95,10,19,5,1,1,55,120.075,0,0.00033501172,Low,Routine,Maintain standard customer engagement
2538,7,0,26,2,1440,34,189,8,3,2,1,30,814.96,0,9.779222e-05,Low,Routine,Maintain standard customer engagement
2540,14,0,26,0,825,23,7,4,3,1,2,30,61.92,0,0.004173198,Low,Routine,Maintain standard customer engagement
2543,5,0,24,1,3350,59,7,20,3,1,1,30,164.36,0,4.871709e-05,Low,Routine,Maintain standard customer engagement
2545,19,0,16,2,6518,139,81,39,2,2,1,25,664.065,0,0.00023136809,Low,Routine,Maintain standard customer engagement
2546,15,0,14,1,9058,169,69,37,5,1,1,55,241.905,0,0.00020187539,Low,Routine,Maintain standard customer engagement
2555,20,0,40,4,4680,98,60,45,3,1,1,30,431.12,0,0.001166993,Low,Routine,Maintain standard customer engagement
2557,22,1,39,5,10020,137,172,60,3,1,1,30,1094.28,0,0.002099854,Low,Routine,Maintain standard customer engagement
2580,12,0,35,4,7690,113,42,39,5,1,1,55,180.045,0,7.561837e-05,Low,Routine,Maintain standard customer engagement
2586,12,1,37,0,2570,60,66,37,4,1,2,45,230.75,1,0.8922889,High,High,Initiate targeted retention outreach
2589,13,0,28,3,2473,55,58,85,5,1,1,55,124.92,0,0.00053157954,Low,Routine,Maintain standard customer engagement
2590,20,0,29,0,1605,41,38,24,3,1,2,30,217.84,0,0.2128431,Medium,Monitor,Send proactive engagement and satisfaction check
2598,11,0,11,4,5295,56,243,27,3,2,1,30,1186.04,0,0.0004582572,Low,Routine,Maintain standard customer engagement
2599,12,1,11,4,2393,35,28,24,3,1,1,30,209.12,1,0.9982495,Critical,Immediate,Escalate for immediate retention intervention
2608,8,0,40,0,13478,165,7,31,3,1,1,30,573.72,0,2.5892827e-05,Low,Routine,Maintain standard customer engagement
2616,5,0,39,0,580,10,7,2,2,1,2,25,58.05,0,0.63015884,High,High,Initiate targeted retention outreach
2620,8,0,39,0,11170,150,7,34,4,1,1,45,300.5,0,7.581499e-05,Low,Routine,Maintain standard customer engagement
2621,9,0,39,0,6423,71,94,24,2,1,1,25,715.23,0,0.00049514475,Low,Routine,Maintain standard customer engagement
2626,10,0,37,0,2695,37,7,3,3,1,2,30,137.28,1,0.99778265,Critical,Immediate,Escalate for immediate retention intervention
2631,5,0,38,0,305,6,7,2,4,1,2,45,25.275,1,0.9982444,Critical,Immediate,Escalate for immediate retention intervention
2636,5,0,37,0,1370,40,24,7,3,1,2,30,152.4,0,0.0013798861,Low,Routine,Maintain standard customer engagement
2639,5,0,28,0,1273,35,16,55,4,1,1,45,72.7,0,0.007471679,Low,Routine,Maintain standard customer engagement
2643,5,0,27,0,2930,57,7,10,3,1,1,30,147.48,0,0.00010557042,Low,Routine,Maintain standard customer engagement
2650,13,0,41,2,4790,83,44,23,3,1,1,30,370.92,0,0.00018857185,Low,Routine,Maintain standard customer engagement
2651,5,0,42,0,738,17,46,10,3,1,2,30,214.2,0,0.002288036,Low,Routine,Maintain standard customer engagement
2655,16,0,41,3,4195,94,71,34,3,1,1,30,455.56,0,0.00012716558,Low,Routine,Maintain standard customer engagement
2658,12,0,41,2,14193,181,39,50,3,1,1,30,730.96,0,8.0745885e-05,Low,Routine,Maintain standard customer engagement
2668,5,0,40,0,420,12,39,6,3,1,2,30,173.28,1,0.32210347,Medium,Monitor,Send proactive engagement and satisfaction check
2675,6,0,37,2,3260,34,39,20,4,1,1,45,179.85,0,0.0024804166,Low,Routine,Maintain standard customer engagement
2681,5,0,39,0,1048,19,48,10,4,1,2,45,146.675,1,0.81622064,High,High,Initiate targeted retention outreach
2691,5,0,29,0,1245,22,60,9,4,1,2,45,181.675,0,0.0010279582,Low,Routine,Maintain standard customer engagement
2713,9,0,39,1,3285,27,458,6,3,1,1,30,1964.48,0,0.00010735529,Low,Routine,Maintain standard customer engagement
2715,8,0,38,1,6690,86,161,24,3,1,1,30,915.04,0,8.944567e-05,Low,Routine,Maintain standard customer engagement
2720,12,0,38,1,11655,154,7,45,3,1,1,30,500.36,0,6.356437e-05,Low,Routine,Maintain standard customer engagement
2724,18,0,37,1,6008,98,7,22,2,1,1,25,306.27,1,0.8706431,High,High,Initiate targeted retention outreach
2726,14,0,36,0,3180,41,7,14,3,1,2,30,156.84,1,0.9951815,Critical,Immediate,Escalate for immediate retention intervention
2731,5,0,37,0,818,7,7,2,4,1,2,45,38.125,1,0.99818903,Critical,Immediate,Escalate for immediate retention intervention
2732,5,0,37,1,305,6,7,2,5,1,1,55,15.165,0,0.028142624,Low,Routine,Maintain standard customer engagement
2738,9,0,28,1,1505,36,168,9,2,2,1,25,825.345,0,9.806471e-05,Low,Routine,Maintain standard customer engagement
2739,9,0,27,0,1758,39,7,66,4,1,1,45,62.425,0,0.022590697,Low,Routine,Maintain standard customer engagement
2740,16,0,28,0,890,25,7,5,2,1,2,25,72.675,0,0.07991875,Low,Routine,Maintain standard customer engagement
2743,7,0,26,0,3415,61,7,21,3,1,1,30,167.04,0,0.0008957701,Low,Routine,Maintain standard customer engagement
2749,8,0,10,1,1678,19,7,5,3,1,1,30,95.88,1,0.99971145,Critical,Immediate,Escalate for immediate retention intervention
2777,16,1,38,0,2763,51,50,36,4,1,2,45,195.35,1,0.9998841,Critical,Immediate,Escalate for immediate retention intervention
2780,10,0,35,2,7280,104,30,27,5,1,1,55,155.76,0,5.839358e-05,Low,Routine,Maintain standard customer engagement
2785,9,0,38,1,4213,89,18,33,3,1,1,30,244.08,0,0.00040936956,Low,Routine,Maintain standard customer engagement
2792,17,0,27,1,1720,39,35,18,2,1,1,25,236.655,0,0.0017931244,Low,Routine,Maintain standard customer engagement
2799,10,1,11,2,1982,26,16,12,3,1,1,30,144.32,1,0.99989927,Critical,Immediate,Escalate for immediate retention intervention
2806,7,0,40,1,2475,44,283,17,3,1,1,30,1232.76,0,5.0859755e-05,Low,Routine,Maintain standard customer engagement
2807,16,0,39,3,9230,126,142,42,3,1,1,30,942.24,0,6.872996e-05,Low,Routine,Maintain standard customer engagement
2809,10,0,40,2,4630,88,0,24,3,1,1,30,188.72,0,0.00015953027,Low,Routine,Maintain standard customer engagement
2810,9,0,40,1,6033,100,5,11,3,1,1,30,265.32,0,0.00011114914,Low,Routine,Maintain standard customer engagement
2819,6,0,39,1,7623,132,382,42,3,1,1,30,1838.2,0,4.2461685e-05,Low,Routine,Maintain standard customer engagement
2823,24,0,38,9,10550,98,0,41,5,1,1,55,159.72,0,0.00018112962,Low,Routine,Maintain standard customer engagement
2825,4,0,36,1,2955,27,0,13,3,1,1,30,119.28,0,0.0011067679,Low,Routine,Maintain standard customer engagement
2828,3,0,38,0,248,7,0,1,3,1,2,30,10.2,1,0.75322795,High,High,Initiate targeted retention outreach
2832,3,0,38,2,453,9,2,1,5,1,1,55,9.93,0,0.0059075174,Low,Routine,Maintain standard customer engagement
2834,9,0,36,4,7080,121,269,32,3,2,1,30,1364.04,0,0.00010196308,Low,Routine,Maintain standard customer engagement
2840,14,0,29,0,815,30,8,6,3,1,2,30,65.8,0,0.042346902,Low,Routine,Maintain standard customer engagement
2847,11,0,18,4,2967,50,29,18,3,1,1,30,236.68,0,0.00035526382,Low,Routine,Maintain standard customer engagement
2866,3,0,34,0,1180,14,0,12,2,1,2,25,53.73,0,0.026049938,Low,Routine,Maintain standard customer engagement
2870,10,0,34,1,11770,154,10,48,3,1,1,30,516.96,0,0.0001238581,Low,Routine,Maintain standard customer engagement
2872,26,1,30,0,1260,47,15,18,2,1,2,25,126.315,1,0.9999695,Critical,Immediate,Escalate for immediate retention intervention
2874,16,0,33,1,6123,98,25,25,2,1,1,25,392.445,1,0.17705278,Medium,Monitor,Send proactive engagement and satisfaction check
2875,4,0,31,0,3145,22,0,15,3,1,1,30,126.68,0,0.028700272,Low,Routine,Maintain standard customer engagement
2878,3,0,33,0,438,2,0,3,3,1,2,30,17.6,1,0.97725016,Critical,Immediate,Escalate for immediate retention intervention
2883,28,0,28,3,16380,238,0,81,2,1,1,25,747.81,0,0.00054937,Low,Routine,Maintain standard customer engagement
2887,9,0,33,0,3085,53,174,24,2,1,1,25,924.21,0,0.00024130802,Low,Routine,Maintain standard customer engagement
2888,7,0,24,1,1620,36,192,12,2,2,1,25,938.52,0,6.563141e-05,Low,Routine,Maintain standard customer engagement
2889,7,0,23,0,1873,39,29,69,4,1,1,45,120.3,0,0.001794406,Low,Routine,Maintain standard customer engagement
2890,14,0,24,0,1005,25,9,8,2,1,2,25,86.85,0,0.0012664299,Low,Routine,Maintain standard customer engagement
2897,11,0,13,3,3157,45,30,20,3,1,1,30,248.08,0,0.001912927,Low,Routine,Maintain standard customer engagement
2904,10,0,45,2,2698,70,17,36,2,1,1,25,201.06,0,0.0007795269,Low,Routine,Maintain standard customer engagement
2917,9,0,45,0,1015,26,28,11,3,1,2,30,153.64,0,0.002091143,Low,Routine,Maintain standard customer engagement
2919,10,0,44,2,7813,139,399,46,3,1,1,30,1914.08,0,6.580406e-05,Low,Routine,Maintain standard customer engagement
2921,15,0,44,3,7023,87,123,40,3,1,1,30,776.4,0,0.00014336276,Low,Routine,Maintain standard customer engagement
2922,30,1,40,0,1260,59,31,20,3,1,2,30,176.76,1,0.9970696,Critical,Immediate,Escalate for immediate retention intervention
2937,13,0,43,2,3085,65,190,26,3,1,1,30,886.0,0,1.700103e-05,Low,Routine,Maintain standard customer engagement
2950,19,0,41,2,5385,88,37,19,3,1,1,30,366.92,0,0.0053638048,Low,Routine,Maintain standard customer engagement
2960,17,0,41,2,6933,112,22,14,3,1,1,30,369.8,0,0.00018937566,Low,Routine,Maintain standard customer engagement
2962,36,0,41,5,16155,242,69,34,3,2,1,30,931.88,0,0.000116867064,Low,Routine,Maintain standard customer engagement
2963,15,0,41,3,4110,44,498,10,4,1,1,45,1348.85,0,0.0005344406,Low,Routine,Maintain standard customer engagement
2964,20,0,40,2,16500,199,165,32,2,1,1,25,1493.955,0,0.0004132231,Low,Routine,Maintain standard customer engagement
2966,11,0,40,0,1890,31,15,13,2,1,2,25,153.945,0,0.2027881,Medium,Monitor,Send proactive engagement and satisfaction check
2967,13,0,41,0,1725,31,28,10,3,1,2,30,182.24,0,0.032841112,Low,Routine,Maintain standard customer engagement
2973,32,0,39,10,11450,110,16,44,5,1,1,55,197.4,0,7.2315896e-05,Low,Routine,Maintain standard customer engagement
2988,15,0,30,3,2330,53,208,13,3,2,1,30,927.32,0,0.00017140001,Low,Routine,Maintain standard customer engagement
2998,13,0,12,3,5405,57,230,12,3,1,1,30,1138.48,0,0.00035000988,Low,Routine,Maintain standard customer engagement
3004,2,0,39,0,1988,53,0,35,2,1,1,25,91.845,0,0.0001599264,Low,Routine,Maintain standard customer engagement
3020,6,0,38,1,11060,149,0,49,4,1,1,45,280.225,0,2.9242297e-05,Low,Routine,Maintain standard customer engagement
3021,7,0,38,1,6313,70,90,39,2,1,1,25,692.235,0,0.00027504275,Low,Routine,Maintain standard customer engagement
3024,12,0,37,1,5413,93,8,26,2,1,1,25,283.77,1,0.98714775,Critical,Immediate,Escalate for immediate retention intervention
3030,2,0,34,1,6380,92,0,24,5,1,1,55,97.08,0,1.7360195e-05,Low,Routine,Maintain standard customer engagement
3032,0,0,37,1,0,0,0,0,5,1,1,55,0.0,0,0.01172686,Low,Routine,Maintain standard customer engagement
3034,5,0,35,3,6560,111,253,35,2,2,1,25,1438.695,0,0.0002682311,Low,Routine,Maintain standard customer engagement
3039,3,0,27,0,1163,34,12,70,4,1,1,45,59.925,0,0.0010530204,Low,Routine,Maintain standard customer engagement
3047,7,0,17,3,2447,40,13,21,3,1,1,30,151.48,0,0.019507192,Low,Routine,Maintain standard customer engagement
3051,5,0,41,0,623,11,14,6,3,1,2,30,81.36,0,0.23509671,Medium,Monitor,Send proactive engagement and satisfaction check
3054,8,0,40,1,2698,64,9,35,2,1,1,25,164.79,0,0.0009127359,Low,Routine,Maintain standard customer engagement
3070,12,0,39,2,11770,160,18,49,4,1,1,45,343.25,0,9.334751e-05,Low,Routine,Maintain standard customer engagement
3076,14,1,37,0,3295,47,16,18,3,1,2,30,197.68,1,0.99996805,Critical,Immediate,Escalate for immediate retention intervention
3081,5,0,38,0,933,13,16,6,4,1,2,45,63.65,1,0.98963696,Critical,Immediate,Escalate for immediate retention intervention
3095,21,0,19,2,6697,147,92,44,2,2,1,25,721.98,0,0.00022529044,Low,Routine,Maintain standard customer engagement
3101,5,0,41,0,623,11,14,6,3,1,2,30,81.36,0,0.23509671,Medium,Monitor,Send proactive engagement and satisfaction check
3104,8,0,40,1,2698,64,9,35,2,1,1,25,164.79,0,0.0009127359,Low,Routine,Maintain standard customer engagement
3120,12,0,39,2,11770,160,18,49,4,1,1,45,343.25,0,9.334751e-05,Low,Routine,Maintain standard customer engagement
3126,14,1,37,0,3295,47,16,18,3,1,2,30,197.68,1,0.99996805,Critical,Immediate,Escalate for immediate retention intervention
3127,14,1,38,0,2573,50,41,33,4,1,2,45,168.075,1,0.9997434,Critical,Immediate,Escalate for immediate retention intervention
3131,5,1,38,0,933,13,16,6,4,1,2,45,63.65,1,0.99981886,Critical,Immediate,Escalate for immediate retention intervention
3145,21,0,19,2,6697,147,92,44,2,2,1,25,721.98,0,0.00022529044,Low,Routine,Maintain standard customer engagement
